Date,Type,Link
2026-01-25 02:30:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7420246959665569792
2026-01-25 00:10:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7420196934814031872
2026-01-24 22:29:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7420218566941003776
2026-01-23 21:38:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7420483851522695169
2026-01-22 22:56:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7420116939517382657
2026-01-22 22:55:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7420161076148723712
2026-01-22 19:28:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7420148760783167488
2026-01-22 18:06:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7420115542755266561
2026-01-22 07:36:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7419854793776496640
2026-01-22 05:58:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7419879985181634560
2026-01-21 22:24:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7402411389618860032
2026-01-21 11:36:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416581062018936832
2026-01-21 11:10:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7419617889554599936
2026-01-21 09:40:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7418783364331085824
2026-01-20 09:38:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7419101820750331904
2026-01-20 05:14:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414840877983879169
2026-01-20 05:12:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7418661125757734912
2026-01-20 05:07:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414302045475868673
2026-01-20 05:04:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7419023884064075776
2026-01-18 08:05:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7418474025355767809
2026-01-18 05:19:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7382444806419140608
2026-01-17 23:27:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416583780112519169
2026-01-17 11:38:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7418022152265707520?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7418022152265707520%2C7418105399578578944%29
2026-01-17 00:18:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7414414844038189056
2026-01-17 00:17:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7418018341925064704
2026-01-17 00:10:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7418022152265707520
2026-01-17 00:09:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7418011666816086016
2026-01-17 00:08:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7417958869852774401
2026-01-16 23:44:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404189431634542592
2026-01-16 22:16:32,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414368679108456448
2026-01-16 22:16:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7418015712306311168
2026-01-16 22:15:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7418022433514795008
2026-01-16 22:13:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7417863670719737856
2026-01-16 20:44:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416657007463653376
2026-01-16 20:39:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7417940460805009408
2026-01-16 10:57:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7393676879792164865
2026-01-16 10:54:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402424325372538881
2026-01-16 10:54:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404605508692836352
2026-01-16 10:47:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416875459478523904
2026-01-16 10:41:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7415089927211827200
2026-01-16 05:28:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414081264359616512
2026-01-16 05:21:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414062755621724161
2026-01-16 05:19:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7417613000276099072
2026-01-16 05:14:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7415090810507063296
2026-01-16 04:59:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416855540292571136
2026-01-16 02:59:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416556331035328512
2026-01-16 00:48:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7417588809967742977
2026-01-15 07:21:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7417289259797250048
2026-01-15 05:46:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416969900163874816
2026-01-15 05:18:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7417250489060229120
2026-01-15 04:11:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7417339839907356672
2026-01-15 04:05:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414303202420109312
2026-01-15 04:03:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7417058638793515008
2026-01-15 01:18:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7352111133006143488
2026-01-15 00:40:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7417281498132811778
2026-01-15 00:31:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7415134175218925568
2026-01-15 00:25:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414693038779719680
2026-01-14 21:10:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7417218696206569472
2026-01-14 10:27:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7415077952360747009
2026-01-14 06:10:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416365222531194880
2026-01-13 03:48:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414138480445952000
2026-01-13 03:45:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7416506091154505728?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7416506091154505728%2C7416506134280286208%29
2026-01-13 03:45:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7416506091154505728
2026-01-13 03:44:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7416592020351168513
2026-01-13 03:43:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7416641722522320896
2026-01-12 05:39:32,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7401971765276733440
2026-01-11 07:31:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7415041864006959104
2026-01-10 06:18:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7414730047619772416
2026-01-10 06:18:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7415085247022673920
2026-01-10 04:46:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7409709400455561216
2026-01-08 08:53:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414312367616114688
2026-01-08 08:52:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414290471470194688
2026-01-08 08:51:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7414623642422095872
2026-01-08 05:38:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7412343199014391808
2026-01-07 07:22:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7411664829767327745
2026-01-07 05:39:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7376378103880802304
2026-01-01 00:21:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7408193735374753792
2025-12-28 10:24:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7363572271279476736
2025-12-22 21:09:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7407950400697315330
2025-12-22 07:27:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7407264514250833920
2025-12-20 05:56:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7407806894678913024
2025-12-20 01:20:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404180892438663168
2025-12-20 01:17:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7407343065385902080
2025-12-20 01:16:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7407099590824525824
2025-12-20 01:16:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7407847243686260738
2025-12-20 01:15:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7403824393094852609
2025-12-20 01:14:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7407813539446288384
2025-12-19 01:29:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7407404663626649600
2025-12-19 01:29:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7407416399603695616
2025-12-19 01:29:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404545586286350336
2025-12-19 01:06:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7407426295665430528
2025-12-18 06:13:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7406748976072531968
2025-12-18 06:12:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7407216216332832768
2025-12-18 06:12:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7397008362195795968
2025-12-18 06:04:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7407076644789805057
2025-12-18 06:03:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7407169545226035201
2025-12-18 05:59:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7406715426249830401
2025-12-18 05:55:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7407102559469027329
2025-12-16 01:58:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402078025372082177
2025-12-16 01:58:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404644803239587840
2025-12-16 01:34:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7406367287148183553
2025-12-16 01:32:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7406357551744937986
2025-12-15 09:23:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7402134469920444416
2025-12-15 04:55:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404177646961614848
2025-12-15 04:32:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7405352927227305984
2025-12-15 04:32:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404548291356721154
2025-12-12 19:49:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7405270868437819393
2025-12-11 05:37:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7400906333589303296
2025-12-11 05:33:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404710692857110529
2025-12-11 05:25:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7401539987407728640
2025-12-11 04:19:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7404525116023275520
2025-12-11 04:18:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7404635150443028481
2025-12-11 04:16:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404705985514156032
2025-12-10 22:51:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404216132850577408
2025-12-10 05:03:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402273704057090049
2025-12-10 05:02:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7404326377967104001
2025-12-09 23:29:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7404206565836148739
2025-12-09 03:00:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7403493286692155392
2025-12-09 02:59:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7403782045119967232
2025-12-09 02:55:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7399080252397989888
2025-12-09 02:50:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7403926928467959808
2025-12-07 21:24:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7403442341870718976
2025-12-06 23:43:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7402964106699247616
2025-12-05 22:09:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7402790665098657792
2025-12-05 06:25:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7402428527117344769
2025-12-03 21:59:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7394780968013725696
2025-12-03 07:24:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7401609859432898560
2025-12-02 02:56:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7401315956351823872
2025-12-02 02:40:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7401409063730970624
2025-12-01 21:59:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7399828104363446272
2025-12-01 21:15:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7400272497473937408
2025-11-29 05:18:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7396992680813256707
2025-11-29 02:27:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7398161821289000960
2025-11-29 02:25:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7400242174283669504
2025-11-26 04:10:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7399190724363239424
2025-11-22 03:26:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7359249735607570433
2025-11-22 03:25:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7397426293102911488
2025-11-21 07:53:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7396956319792115712
2025-11-21 07:52:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7385125951698866176
2025-11-21 06:13:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397318904370397185
2025-11-21 00:47:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7333142099304820736
2025-11-21 00:46:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397060599182077952
2025-11-20 00:29:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397043778060189696
2025-11-20 00:27:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397008701011722240
2025-11-19 02:25:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7396690549300371456
2025-11-17 23:21:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7396246085444386817
2025-11-16 00:36:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7395255287668105216
2025-11-16 00:30:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7395259539463475200
2025-11-15 19:03:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7395246862297018368
2025-11-15 18:57:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7395534111416807425
2025-11-15 18:55:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7395256000947081216
2025-11-13 23:52:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7389650964741345280
2025-11-13 09:23:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7394409770880831488
2025-11-13 09:23:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7394521597526642688
2025-11-13 07:03:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7391568735540727808
2025-11-13 06:07:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7391516975522435072
2025-11-13 00:17:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7394438738698887168
2025-11-12 06:46:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7389875076814336000
2025-11-11 19:58:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7391518440441749504
2025-11-11 08:00:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7318296996996370433
2025-11-08 03:30:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7390062642385711104
2025-11-06 08:58:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7388212836122058753
2025-11-06 08:56:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7391492291741286401
2025-11-06 08:49:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6978375024088932352
2025-10-31 00:41:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389638618669174784?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7389638618669174784%2C7389655506962776064%29
2025-10-30 22:14:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7389617087054245889
2025-10-30 22:05:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7389538222755934208
2025-10-29 20:49:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7389190897852391424
2025-10-27 23:01:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7387151597795069952
2025-10-27 20:26:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7388552627967569921
2025-10-27 03:58:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7388346064187265024
2025-10-27 00:05:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386958309720846336
2025-10-26 06:38:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7388052466052915200
2025-10-26 06:38:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7385037756705480704
2025-10-25 23:24:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387155840245428224
2025-10-25 20:16:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387842565594849281
2025-10-25 10:49:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7387711102006120448
2025-10-25 10:19:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386470873136001025
2025-10-25 10:19:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387585662574546944
2025-10-25 10:17:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7383582325701447681
2025-10-25 10:15:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386451304656748544
2025-10-25 10:14:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386530957052456960
2025-10-25 10:13:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7384460559741579264
2025-10-25 06:04:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7386976757125476352?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7386976757125476352%2C7387564638550462464%29
2025-10-25 06:04:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387585070225817601
2025-10-24 07:25:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7386976757125476352?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7386976757125476352%2C7387217496854102017%29
2025-10-24 07:22:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7386976757125476352
2025-10-24 05:30:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316567446138548224
2025-10-23 01:03:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7386796295891566592
2025-10-23 00:58:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386895967293358080
2025-10-21 01:08:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7386177888514932736
